iter	Passed	Remaining
241	4538	14214
242	4554	14186
243	4569	14157
244	4585	14131
245	4602	14106
246	4618	14079
247	4633	14050
248	4649	14023
249	4665	13995
250	4681	13968
251	4696	13939
252	4712	13912
253	4727	13886
254	4744	13862
255	4760	13835
256	4776	13809
257	4791	13779
258	4806	13751
259	4823	13727
260	4839	13701
261	4854	13675
262	4870	13648
263	4886	13623
264	4902	13598
265	4918	13571
266	4933	13545
267	4949	13519
268	4965	13493
269	4980	13467
270	5001	13454
271	5015	13422
272	5030	13396
273	5046	13370
274	5061	13344
275	5079	13323
276	5094	13296
277	5109	13269
278	5125	13244
279	5141	13221
280	5155	13192
281	5171	13166
282	5187	13141
283	5202	13116
284	5218	13092
285	5234	13068
286	5250	13043
287	5266	13019
288	5281	12994
289	5298	12971
290	5313	12946
291	5329	12921
292	5344	12895
293	5359	12870
294	5375	12847
295	5395	12831
296	5409	12804
297	5424	12777
298	5439	12752
299	5454	12726
300	5472	12708
301	5486	12681
302	5501	12655
303	5514	12625
304	5529	12599
305	5544	12573
306	5559	12549
307	5575	12527
308	5591	12504
309	5608	12482
310	5623	12458
311	5639	12435
312	5655	12412
313	5671	12389
314	5686	12366
315	5702	12343
316	5717	12318
317	5733	12295
318	5749	12273
319	5766	12253
320	5784	12235
321	5798	12209
322	5813	12185
323	5828	12160
324	5844	12138
325	5860	12115
326	5875	12093
327	5891	12070
328	5906	12047
329	5922	12023
330	5938	12001
331	5953	11978
332	5968	11955
333	5984	11933
334	6003	11917
335	6022	11900
336	6034	11871
337	6048	11846
338	6062	11821
339	6078	11798
340	6092	11774
341	6108	11753
342	6124	11730
343	6139	11708
344	6156	11687
345	6172	11667
346	6188	11645
347	6204	11624
348	6220	11602
349	6313	11725
350	6356	11752
351	6371	11730
352	6385	11703
353	6398	11675
354	6411	11648
355	6425	11623
356	6441	11601
357	6457	11579
358	6472	11556
359	6487	11532
360	6504	11513
361	6521	11492
362	6535	11468
363	6550	11445
364	6566	11423
365	6582	11402
366	6596	11378
367	6612	11355
368	6628	11334
369	6645	11315
370	6660	11291
371	6677	11273
372	6693	11251
373	6709	11229
374	6725	11209
375	6741	11187
376	6756	11164
377	6771	11142
378	6786	11120
379	6802	11099
380	6822	11083
381	6845	11074
382	6863	11056
383	6877	11032
384	6905	11030
385	6920	11008
386	6936	10987
387	6952	10967
388	6968	10945
389	6984	10925
390	7001	10904
391	7016	10882
392	7032	10861
393	7048	10840
394	7064	10820
395	7081	10800
396	7096	10779
397	7113	10760
398	7128	10737
399	7143	10714
400	7159	10694
401	7179	10680
402	7193	10655
403	7207	10632
404	7221	10609
405	7235	10586
406	7251	10566
407	7267	10544
408	7286	10528
409	7298	10503
410	7311	10478
411	7325	10455
412	7340	10432
413	7356	10412
414	7372	10391
415	7387	10371
416	7404	10351
417	7422	10334
418	7436	10311
419	7450	10288
420	7465	10266
421	7479	10243
422	7493	10221
423	7509	10201
424	7524	10180
425	7540	10159
426	7558	10142
427	7572	10119
428	7587	10098
429	7603	10078
430	7619	10058
431	7634	10037
432	7650	10018
433	7672	10005
434	7685	9982
435	7702	9963
436	7715	9940
437	7729	9917
438	7742	9894
439	7758	9873
440	7773	9853
441	7789	9833
442	7805	9813
443	7821	9793
444	7838	9775
445	7853	9755
446	7870	9736
447	7886	9717
448	7900	9695
449	7914	9673
450	7929	9652
451	7945	9633
452	7963	9616
453	7978	9595
454	7993	9574
455	8009	9555
456	8024	9534
457	8038	9513
458	8058	9498
459	8070	9474
460	8084	9452
461	8098	9430
462	8113	9410
463	8129	9390
464	8144	9371
465	8160	9351
466	8179	9335
467	8194	9315
468	8209	9294
469	8225	9275
470	8240	9254
471	8255	9235
472	8272	9216
473	8287	9196
474	8301	9175
475	8317	9156
476	8333	9137
477	8349	9117
478	8365	9098
479	8381	9079
480	8397	9060
481	8413	9041
482	8429	9023
483	8449	9007
484	8462	8985
485	8478	8967
486	8495	8949
487	8509	8928
488	8524	8907
489	8539	8887
490	8554	8867
491	8569	8848
492	8585	8828
493	8602	8811
494	8616	8790
495	8631	8770
496	8645	8749
497	8660	8729
498	8675	8710
499	8690	8690
500	8706	8672
501	8722	8653
502	8739	8635
503	8755	8616
504	8837	8662
505	8871	8661
506	8887	8642
507	8922	8641
508	8936	8620
509	8950	8599
510	8963	8577
511	8981	8560
512	8999	8543
513	9018	8527
514	9036	8509
515	9053	8492
516	9071	8475
517	9085	8453
518	9099	8433
519	9114	8413
520	9129	8393
521	9145	8374
522	9160	8355
523	9176	8336
524	9191	8316
525	9207	8296
526	9225	8280
527	9241	8261
528	9256	8241
529	9271	8222
530	9287	8203
531	9303	8184
532	9319	8165
533	9335	8146
534	9351	8127
535	9366	8108
536	9382	8089
537	9397	8070
538	9413	8051
539	9429	8032
540	9445	8013
541	9460	7994
542	9475	7975
543	9491	7955
544	9506	7936
545	9523	7918
546	9539	7899
547	9554	7881
548	9573	7864
549	9590	7846
550	9609	7830
551	9629	7814
552	9646	7797
553	9664	7780
554	9681	7762
555	9694	7741
556	9710	7722
557	9725	7703
558	9740	7684
559	9754	7664
560	9771	7646
561	9784	7625
562	9799	7606
563	9814	7586
564	9828	7567
565	9844	7548
566	9859	7529
567	9874	7510
568	9890	7492
569	9906	7473
570	9922	7455
571	9938	7436
572	9953	7417
573	9969	7398
574	9985	7380
575	10000	7361
576	10020	7345
577	10033	7325
578	10048	7306
579	10067	7290
580	10083	7272
581	10097	7252
582	10111	7232
583	10125	7212
584	10142	7194
585	10156	7175
586	10171	7156
587	10187	7137
588	10201	7118
589	10216	7099
590	10231	7080
591	10247	7062
592	10262	7043
593	10278	7025
594	10294	7006
595	10309	6988
596	10324	6969
597	10341	6951
598	10356	6933
599	10373	6915
600	10394	6900
601	10407	6880
602	10421	6861
603	10436	6842
604	10450	6823
605	10467	6805
606	10482	6786
607	10497	6768
608	10513	6750
609	10531	6732
610	10547	6715
611	10561	6695
612	10576	6677
613	10592	6658
614	10608	6641
615	10624	6622
616	10639	6604
617	10655	6586
618	10672	6568
619	10687	6550
620	10699	6530
621	10714	6511
622	10730	6493
623	10746	6475
624	10762	6457
625	10778	6439
626	10799	6424
627	10814	6406
628	10832	6389
629	10846	6370
630	10861	6351
631	10876	6333
632	10892	6315
633	10908	6297
634	10923	6278
635	10938	6260
636	10954	6242
637	10970	6224
638	10985	6206
639	11001	6188
640	11017	6170
641	11032	6151
642	11048	6134
643	11063	6115
644	11079	6097
645	11094	6079
646	11109	6061
647	11125	6043
648	11141	6025
649	11156	6007
650	11172	5989
651	11187	5971
652	11205	5954
653	11220	5936
654	11237	5918
655	11253	5901
656	11268	5882
657	11284	5865
658	11300	5847
659	11401	5873
660	11424	5859
661	11441	5841
662	11481	5835
663	11495	5817
664	11509	5798
665	11524	5779
666	11537	5759
667	11549	5740
668	11564	5721
669	11580	5703
670	11598	5686
671	11612	5667
672	11626	5649
673	11641	5630
674	11658	5613
675	11673	5594
676	11687	5576
677	11704	5558
678	11718	5540
679	11735	5522
680	11749	5503
681	11761	5484
682	11777	5466
683	11792	5448
684	11808	5430
685	11825	5412
686	11839	5394
687	11855	5376
688	11871	5358
689	11889	5341
690	11909	5325
691	11927	5308
692	11944	5291
693	11961	5273
694	11984	5259
695	11999	5240
696	12015	5223
697	12031	5205
698	12045	5187
699	12061	5169
700	12077	5151
701	12093	5133
702	12110	5116
703	12125	5098
704	12141	5080
705	12156	5062
706	12172	5044
707	12187	5026
708	12203	5008
709	12220	4991
710	12235	4973
711	12251	4955
712	12267	4937
713	12282	4919
714	12297	4901
715	12313	4884
716	12329	4866
717	12345	4848
718	12361	4831
719	12378	4813
720	12391	4795
721	12407	4777
722	12422	4759
723	12437	4741
724	12455	4724
725	12469	4706
726	12482	4687
727	12491	4667
728	12508	4649
729	12525	4632
730	12541	4615
731	12558	4597
732	12573	4579
733	12589	4562
734	12604	4544
735	12620	4526
736	12636	4509
737	12649	4490
738	12664	4472
739	12680	4455
740	12697	4438
741	12713	4420
742	12729	4403
743	12745	4385
744	12762	4368
745	12782	4352
746	12798	4334
747	12813	4316
748	12826	4298
749	12836	4278
750	12850	4260
751	12867	4243
752	12882	4225
753	12899	4208
754	12915	4191
755	12932	4173
756	12943	4154
757	12959	4137
758	12975	4120
759	12991	4102
760	13007	4085
761	13024	4068
762	13034	4048
763	13048	4030
764	13057	4011
765	13073	3993
766	13088	3976
767	13105	3958
768	13128	3943
769	13145	3926
770	13163	3909
771	13181	3892
772	13197	3875
773	13215	3858
774	13231	3841
775	13248	3824
776	13261	3806
777	13276	3788
778	13292	3771
779	13345	3763
780	13367	3748
781	13392	3733
782	13418	3718
783	13426	3699
784	13441	3681
785	13456	3663
786	13475	3647
787	13492	3629
788	13507	3612
789	13524	3594
790	13539	3577
791	13554	3559
792	13570	3542
793	13585	3524
794	13603	3507
795	13614	3489
796	13628	3471
797	13641	3452
798	13653	3434
799	13666	3416
800	13681	3399
801	13697	3381
802	13711	3363
803	13726	3346
804	13738	3327
805	13752	3310
806	13768	3292
807	13783	3275
808	13797	3257
809	13805	3238
810	13821	3220
811	13835	3203
812	13852	3186
813	13864	3168
814	13879	3150
815	13894	3132
816	13908	3115
817	13921	3097
818	13933	3079
819	13946	3061
820	13962	3044
821	13978	3026
822	13993	3009
823	14008	2992
824	14025	2975
825	14043	2958
826	14060	2941
827	14082	2925
828	14097	2907
829	14112	2890
830	14128	2873
831	14143	2855
832	14159	2838
833	14176	2821
834	14191	2804
835	14204	2786
836	14218	2768
837	14230	2750
838	14248	2734
839	14261	2716
840	14275	2698
841	14287	2681
842	14300	2663
843	14315	2646
844	14330	2628
845	14345	2611
846	14360	2594
847	14376	2576
848	14391	2559
849	14406	2542
850	14422	2525
851	14437	2507
852	14452	2490
853	14461	2472
854	14472	2454
855	14485	2436
856	14500	2419
857	14515	2402
858	14531	2385
859	14549	2368
860	14569	2352
861	14585	2335
862	14600	2317
863	14617	2300
864	14638	2284
865	14656	2267
866	14671	2250
867	14685	2233
868	14701	2216
869	14716	2199
870	14732	2181
871	14748	2164
872	14763	2147
873	14777	2130
874	14792	2113
875	14807	2096
876	14821	2078
877	14834	2061
878	14847	2043
879	14860	2026
880	14874	2009
881	14887	1991
882	14905	1974
883	14921	1958
884	14935	1940
885	14950	1923
886	14965	1906
887	14981	1889
888	14996	1872
889	15015	1855
890	15028	1838
891	15041	1821
892	15056	1804
893	15071	1786
894	15085	1769
895	15102	1752
896	15118	1736
897	15135	1719
898	15151	1702
899	15166	1685
900	15183	1668
901	15198	1651
902	15213	1634
903	15228	1617
904	15244	1600
905	15259	1583
906	15275	1566
907	15290	1549
908	15306	1532
909	15322	1515
910	15338	1498
911	15353	1481
912	15369	1464
913	15386	1447
914	15406	1431
915	15419	1414
916	15434	1397
917	15449	1380
918	15464	1363
919	15479	1346
920	15494	1329
921	15509	1312
922	15525	1295
923	15541	1278
924	15557	1261
925	15572	1244
926	15588	1227
927	15603	1210
928	15619	1193
929	15635	1176
930	15649	1159
931	15663	1142
932	15675	1125
933	15689	1108
934	15703	1091
935	15752	1077
936	15780	1060
937	15817	1045
938	15843	1029
939	15862	1012
940	15875	995
941	15889	978
942	15907	961
943	15922	944
944	15940	927
945	15954	910
946	15969	893
947	15985	876
948	16000	859
949	16016	842
950	16032	826
951	16047	809
952	16063	792
953	16079	775
954	16093	758
955	16109	741
956	16128	724
957	16140	707
958	16154	690
959	16169	673
960	16185	656
961	16200	639
962	16217	623
963	16232	606
964	16248	589
965	16263	572
966	16279	555
967	16299	538
968	16317	522
969	16334	505
970	16351	488
971	16372	471
972	16388	454
973	16404	437
974	16420	421
975	16435	404
976	16451	387
977	16467	370
978	16482	353
979	16498	336
980	16515	319
981	16534	303
982	16549	286
983	16561	269
984	16574	252
985	16586	235
986	16600	218
987	16614	201
988	16630	184
989	16646	168
990	16661	151
991	16677	134
992	16692	117
993	16708	100
994	16724	84
995	16740	67
996	16756	50
997	16772	33
998	16788	16
999	16803	0
