iter	Logloss
243	0.1397503662
244	0.1395845032
245	0.1394956512
246	0.1394102936
247	0.1391995544
248	0.139051651
249	0.1389169159
250	0.1388025208
251	0.1385995789
252	0.1385046387
253	0.1383891907
254	0.1382496033
255	0.1380653992
256	0.1378209381
257	0.1377524414
258	0.1374897919
259	0.1372862244
260	0.1371130676
261	0.1369766541
262	0.1368700256
263	0.1367151642
264	0.1365519867
265	0.1364172668
266	0.1363306732
267	0.1361589966
268	0.136015625
269	0.1358815918
270	0.1356486206
271	0.1354874725
272	0.1353664703
273	0.1352267914
274	0.1350818634
275	0.134986084
276	0.1348225098
277	0.1346426239
278	0.1345187988
279	0.1343171692
280	0.1341888428
281	0.1339875488
282	0.1337797852
283	0.1336017456
284	0.1335404358
285	0.1333635712
286	0.1332930603
287	0.1332122192
288	0.1331453552
289	0.1330303497
290	0.132842804
291	0.1327232056
292	0.1324926147
293	0.1324195251
294	0.1322428894
295	0.1321002502
296	0.1319591675
297	0.1318112793
298	0.1317031097
299	0.131602417
300	0.1315265656
301	0.1313136749
302	0.1311116333
303	0.1309192047
304	0.1307991333
305	0.1307489471
306	0.1306197815
307	0.1305414581
308	0.13041745
309	0.1302826843
310	0.1301903229
311	0.130123764
312	0.1300127106
313	0.1299066925
314	0.129771759
315	0.1297176056
316	0.1295721436
317	0.1294579773
318	0.1293034515
319	0.1290684204
320	0.129008606
321	0.1289211121
322	0.1287960815
323	0.1286778259
324	0.1285145416
325	0.1284085388
326	0.1282760925
327	0.1281499634
328	0.1280303955
329	0.1279537582
330	0.1278520966
331	0.1276995773
332	0.127603508
333	0.1274559174
334	0.1273114548
335	0.1272296448
336	0.1270505371
337	0.1269169769
338	0.1267842331
339	0.1266342926
340	0.1265155411
341	0.1263508301
342	0.1262565002
343	0.1261404953
344	0.1260739288
345	0.1259443741
346	0.1258528824
347	0.1256690903
348	0.1255514755
349	0.1254285431
350	0.1251841736
351	0.1249977341
352	0.1249323959
353	0.1247808151
354	0.124641983
355	0.1245440674
356	0.1243828125
357	0.1242384415
358	0.1240141068
359	0.1238614731
360	0.123708519
361	0.1235132523
362	0.1233912582
363	0.123255249
364	0.1230788498
365	0.1229535828
366	0.1228688431
367	0.1227579498
368	0.1226088409
369	0.1224304657
370	0.1223053741
371	0.1221572418
372	0.1220103378
373	0.1218801346
374	0.121793457
375	0.1217240219
376	0.1216154633
377	0.121526886
378	0.1214152832
379	0.1212939835
380	0.1210611115
381	0.1209962769
382	0.120925354
383	0.1207666016
384	0.1206265182
385	0.1204637146
386	0.1203635483
387	0.1202375641
388	0.1200621567
389	0.1199302139
390	0.1197052002
391	0.1196026535
392	0.1195084991
393	0.1193214111
394	0.1191878815
395	0.1190957108
396	0.1189809189
397	0.1188331909
398	0.1186533737
399	0.1184926453
400	0.1183661194
401	0.1182380219
402	0.1181105499
403	0.1179983444
404	0.1178551483
405	0.1177307129
406	0.1175681076
407	0.1174578018
408	0.1173502197
409	0.1172211075
410	0.1171482391
411	0.1170192871
412	0.1169174728
413	0.1167255478
414	0.1166418228
415	0.1164798965
416	0.1163538971
417	0.116214798
418	0.1160066986
419	0.1159173431
420	0.1158088837
421	0.1157333679
422	0.1156173782
423	0.1154929581
424	0.1153225174
425	0.115210022
426	0.1151063538
427	0.1149492722
428	0.1148798981
429	0.1147517548
430	0.1146368637
431	0.1145297546
432	0.1144102707
433	0.1143065948
434	0.1142022858
435	0.1140928497
436	0.1139684906
437	0.1137946625
438	0.1137015762
439	0.1135625381
440	0.1134555054
441	0.1133011932
442	0.1131973114
443	0.1131004944
444	0.1130137787
445	0.1128899994
446	0.112783638
447	0.112682045
448	0.1125730743
449	0.1124930344
450	0.1123974304
451	0.1122731705
452	0.112104126
453	0.1119957123
454	0.1119073944
455	0.1118254089
456	0.1117070084
457	0.1117052002
458	0.1116265869
459	0.1115082169
460	0.1113839722
461	0.1112719879
462	0.1111474304
463	0.1110367432
464	0.1109458008
465	0.1108568115
466	0.1107032166
467	0.1105622787
468	0.1104501495
469	0.1103224792
470	0.1102122955
471	0.1100866776
472	0.1098975677
473	0.1097772446
474	0.1097738037
475	0.1096792755
476	0.1096760178
477	0.1096741943
478	0.1095691681
479	0.1094607162
480	0.1093476181
481	0.1092293015
482	0.1091211319
483	0.109022934
484	0.1089335403
485	0.108826561
486	0.108747139
487	0.1086507416
488	0.1085413284
489	0.1084310913
490	0.1083320694
491	0.108214035
492	0.1082090225
493	0.1081525269
494	0.10796315
495	0.1078266983
496	0.1077328262
497	0.1076405487
498	0.1075834808
499	0.1074967651
500	0.1074095001
501	0.107259201
502	0.1071617279
503	0.1070549698
504	0.1069253922
505	0.1069063568
506	0.1068019257
507	0.1067197876
508	0.1066322556
509	0.1065148773
510	0.1064396515
511	0.1063640213
512	0.1062666473
513	0.1061535034
514	0.1060415192
515	0.1059509277
516	0.1058273163
517	0.1057351456
518	0.1056296234
519	0.1055261307
520	0.1054306107
521	0.1053663025
522	0.1053035736
523	0.1052297211
524	0.105164444
525	0.1051130753
526	0.1049907303
527	0.1049016266
528	0.1048041306
529	0.1047170868
530	0.1045509262
531	0.1044467239
532	0.1043089752
533	0.1042081757
534	0.1040103302
535	0.1038987732
536	0.1037672806
537	0.1036981659
538	0.1036285553
539	0.1035505219
540	0.1034533157
541	0.1033532715
542	0.1032678223
543	0.1031612244
544	0.1030254135
545	0.1028916168
546	0.1028268051
547	0.1027256851
548	0.1026328201
549	0.1025534744
550	0.1024804077
551	0.1023840179
552	0.1023105621
553	0.1022402573
554	0.1021381149
555	0.1020862579
556	0.1019280777
557	0.1018260956
558	0.1017078552
559	0.1016007843
560	0.1015386353
561	0.1014225464
562	0.1013269119
563	0.1012297363
564	0.1011123352
565	0.1010112152
566	0.1009421997
567	0.1008504791
568	0.1007773132
569	0.100658905
570	0.1005786057
571	0.1004795685
572	0.1003999023
573	0.1003984909
574	0.100334549
575	0.1002763977
576	0.1001429825
577	0.1000691528
578	0.09998473358
579	0.09992771149
580	0.09981599426
581	0.09968922424
582	0.09968748474
583	0.09958659363
584	0.09949880981
585	0.099433815
586	0.09935559082
587	0.09924329376
588	0.09912640381
589	0.09903456116
590	0.09894851685
591	0.09888272095
592	0.09882522583
593	0.09871704102
594	0.09871446991
595	0.09863559723
596	0.09863388062
597	0.0985647583
598	0.09848220825
599	0.09837057495
600	0.0982845993
601	0.09819741821
602	0.09809439087
603	0.09800565338
604	0.09800436401
605	0.0979282074
606	0.09784272766
607	0.09783440399
608	0.09777539062
609	0.09768716431
610	0.09756646729
611	0.09745436096
612	0.09745309448
613	0.09739981079
614	0.09739842224
615	0.09730909729
616	0.09725553894
617	0.09725432587
618	0.09717424774
619	0.09717310333
620	0.09717214203
621	0.09706933594
622	0.09701635742
623	0.09701528931
624	0.09688780212
625	0.09680065918
626	0.09671214294
627	0.09665871429
628	0.09658643341
629	0.09650608063
630	0.09650495911
631	0.09642933655
632	0.09635092163
633	0.0962794342
634	0.09622186279
635	0.09615024567
636	0.096066185
637	0.09602539062
638	0.0959497757
639	0.09584384155
640	0.09571794128
641	0.09571701813
642	0.09564584351
643	0.09564479065
644	0.09553822327
645	0.09553713989
646	0.09548178101
647	0.09539289856
648	0.09530653381
649	0.09526824951
650	0.09518786621
651	0.09509313202
652	0.09509204102
653	0.09502721405
654	0.09489346313
655	0.09482318878
656	0.0948221283
657	0.0947734375
658	0.09468264771
659	0.09459838867
660	0.09453804016
661	0.09444714355
662	0.09436352539
663	0.09423277283
664	0.0941693573
665	0.09416841125
666	0.09410794067
667	0.09402101898
668	0.09393081665
669	0.09382876587
670	0.09374713135
671	0.09366664124
672	0.09361282349
673	0.0934815979
674	0.09338183594
675	0.09330621338
676	0.09319776154
677	0.09310945129
678	0.09304336548
679	0.09297264862
680	0.09289792633
681	0.0928312149
682	0.09276971436
683	0.0926847229
684	0.09268397522
685	0.09263826752
686	0.09263747406
687	0.09259610748
688	0.09249542236
689	0.09241693115
690	0.09230303955
691	0.09224349213
692	0.09217076111
693	0.09216996765
694	0.09211947632
695	0.09207818604
696	0.09200158691
697	0.09189206696
698	0.09189121246
699	0.09185037231
700	0.09177127075
701	0.09170951843
702	0.09158224487
703	0.09150970459
704	0.09143134308
705	0.09136637115
706	0.09136540985
707	0.09125779724
708	0.09119795227
709	0.09112550354
710	0.09104298401
711	0.09096063995
712	0.09090010071
713	0.09084773254
714	0.09084686279
715	0.09080232239
716	0.09072650146
717	0.09066522217
718	0.09062713623
719	0.09059659576
720	0.09045968628
721	0.09039772797
722	0.09034300232
723	0.09034210205
724	0.09025531006
725	0.09017069244
726	0.09016954803
727	0.0901688385
728	0.09005670166
729	0.08998334503
730	0.08991163635
731	0.08985281372
732	0.08982958984
733	0.08975200653
734	0.0897509079
735	0.08974998474
736	0.08967728424
737	0.08967362976
738	0.08956877136
739	0.08952856445
740	0.08948374939
741	0.08948300171
742	0.08942041779
743	0.08936769867
744	0.08930747223
745	0.0892372818
746	0.08918145752
747	0.08918070984
748	0.08917986298
749	0.08917918396
750	0.0890716095
751	0.08900944519
752	0.08900839233
753	0.08892792511
754	0.08887167358
755	0.08881288147
756	0.08880996704
757	0.08870708466
758	0.08862426758
759	0.08862352753
760	0.08858156586
761	0.0885151825
762	0.08851244354
763	0.08844831848
764	0.08844476318
765	0.08844390869
766	0.08844299316
767	0.08837410736
768	0.08831715393
769	0.08831624603
770	0.08826097107
771	0.08812510681
772	0.08802474976
773	0.08797294617
774	0.08791574097
775	0.08782946777
776	0.08782859039
777	0.08775022888
778	0.08774966431
779	0.08774899292
780	0.0877130661
781	0.08761746216
782	0.08754451752
783	0.08754177856
784	0.0874671402
785	0.08743531799
786	0.08739064026
787	0.08730560303
788	0.08721038055
789	0.08711175537
790	0.08710693359
791	0.08703083801
792	0.08697471619
793	0.08693693542
794	0.08686605072
795	0.08686343384
796	0.08678172302
797	0.08673404694
798	0.0866930542
799	0.08663777924
800	0.08658735657
801	0.0865144043
802	0.08646520996
803	0.08637971497
804	0.0863733902
805	0.08632737732
806	0.08627214813
807	0.0861348114
808	0.08608648682
809	0.08608320618
810	0.08603317261
811	0.08599620819
812	0.08589211273
813	0.08588952637
814	0.08582368469
815	0.08577630615
816	0.08568423462
817	0.08561872864
818	0.0855488739
819	0.08547727966
820	0.08539333344
821	0.0853192749
822	0.08522698975
823	0.08513832092
824	0.08506608582
825	0.08501885986
826	0.08492463684
827	0.08487236786
828	0.0848033905
829	0.08480278015
830	0.08473225403
831	0.08467199707
832	0.08459313965
833	0.08454960632
834	0.08442111206
835	0.08440865326
836	0.08431881714
837	0.08426741028
838	0.08426670837
839	0.08419906616
840	0.08414451599
841	0.08410752869
842	0.08406530762
843	0.08399790955
844	0.08397096252
845	0.08397016144
846	0.08392950439
847	0.08387366486
848	0.08386650085
849	0.08378026581
850	0.08372718811
851	0.08372658539
852	0.08366711426
853	0.08366412354
854	0.0836635437
855	0.08361433411
856	0.08355129242
857	0.08346347809
858	0.08337806702
859	0.08334674072
860	0.0832865448
861	0.08325245667
862	0.08320803833
863	0.08315699768
864	0.08310234833
865	0.08301618958
866	0.08301402283
867	0.08293244934
868	0.0829317627
869	0.08290353394
870	0.08277745056
871	0.08269934845
872	0.08269880676
873	0.0826965332
874	0.08263375092
875	0.08257536316
876	0.08255387115
877	0.082494133
878	0.08244290924
879	0.08238935852
880	0.08232555389
881	0.08226342773
882	0.08216040039
883	0.08209410858
884	0.08203224182
885	0.08197731018
886	0.08189276123
887	0.08180636597
888	0.08171174622
889	0.08161618042
890	0.0815660553
891	0.08150180054
892	0.08145106506
893	0.08142507935
894	0.08142466736
895	0.08136125946
896	0.08131058502
897	0.08128035736
898	0.08126010132
899	0.08119377136
900	0.08113017273
901	0.08106951904
902	0.08106436157
903	0.08099938965
904	0.08095139313
905	0.08088812256
906	0.08079618073
907	0.08078244781
908	0.08071754456
909	0.08061503601
910	0.08053977966
911	0.08049204254
912	0.08044048309
913	0.08037587738
914	0.08032003784
915	0.08027850342
916	0.080224617
917	0.08011724854
918	0.08011660767
919	0.08011592865
920	0.08011526489
921	0.08007836151
922	0.08003420258
923	0.07996515656
924	0.07989764404
925	0.07987076569
926	0.07979932404
927	0.07975508118
928	0.0797113266
929	0.07961347198
930	0.07955685425
931	0.079512146
932	0.0795116272
933	0.07949461365
934	0.07943200684
935	0.07943004608
936	0.07937506104
937	0.0793099823
938	0.07924349976
939	0.07921483612
940	0.07916092682
941	0.0791047287
942	0.07903341675
943	0.07899656677
944	0.07896836853
945	0.07891133118
946	0.07885621643
947	0.07880338287
948	0.07875082397
949	0.07868391418
950	0.0786394043
951	0.07860197449
952	0.07852609253
953	0.07849467468
954	0.0784940567
955	0.07843578339
956	0.07840689087
957	0.07835290527
958	0.07831802368
959	0.07827706146
960	0.07822903442
961	0.07818185425
962	0.07812126923
963	0.07805052185
964	0.07793978119
965	0.07786924744
966	0.07779389191
967	0.07775431061
968	0.07765617371
969	0.07762309265
970	0.07757684326
971	0.07753005219
972	0.07746302795
973	0.07739426422
974	0.07735270691
975	0.07730719757
976	0.07724794006
977	0.0771668396
978	0.07713235474
979	0.07707980347
980	0.07703820801
981	0.0770078125
982	0.07696818542
983	0.0769437561
984	0.07686906433
985	0.0768612442
986	0.07676231384
987	0.07676171875
988	0.07666062164
989	0.07662411499
990	0.07658508301
991	0.07655142212
992	0.07650208282
993	0.07643684387
994	0.07635118103
995	0.07628666687
996	0.07623227692
997	0.07616067505
998	0.07613987732
999	0.07606972504
